Kingdom	Phylum	Class	Order	Family	Genus
Mito OTU4385	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
Mito OTU4386	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	NA
Mito OTU4387	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas
Mito OTU4388	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU4389	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU4390	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	Cloacibacterium
Mito OTU4391	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Sellimonas
Mito OTU4392	Bacteria	NA	NA	NA	NA	NA
Mito OTU4393	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Phreatobacter
Mito OTU4394	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4395	Bacteria	Firmicutes	Bacilli	Lactobacillales	NA	NA
Mito OTU4396	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
Mito OTU4397	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Mito OTU4398	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Hyphomicrobium
Mito OTU4399	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Alkanindiges
Mito OTU4400	Bacteria	Proteobacteria	Gammaproteobacteria	Diplorickettsiales	Diplorickettsiaceae	Aquicella
Mito OTU4401	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU4402	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU4403	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Parachlamydia
Mito OTU4404	Bacteria	Firmicutes	Clostridia	Eubacteriales	Eubacteriaceae	Acetobacterium
Mito OTU4405	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NK4A214 group
Mito OTU4406	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4407	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Propionivibrio
Mito OTU4408	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU4409	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Nocardia
Mito OTU4410	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus
Mito OTU4411	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU4412	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Chiayiivirga
Mito OTU4413	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterella
Mito OTU4414	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Intrasporangiaceae	Arsenicicoccus
Mito OTU4415	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Family XI	Peptoniphilus
Mito OTU4416	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Mito OTU4417	Bacteria	Firmicutes	Bacilli	Paenibacillales	Paenibacillaceae	Paenibacillus
Mito OTU4418	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU4419	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU4420	Bacteria	Firmicutes	Bacilli	RsaHf231	NA	NA
Mito OTU4421	Bacteria	Firmicutes	NA	NA	NA	NA
Mito OTU4422	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU4423	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	NA
Mito OTU4424	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Coriobacteriales Incertae Sedis	NA
Mito OTU4425	Bacteria	Actinobacteriota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Atopobium
Mito OTU4426	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Muribaculaceae	NA
Mito OTU4427	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix
Mito OTU4428	Bacteria	Firmicutes	Bacilli	RF39	NA	NA
Mito OTU4429	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU4430	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	NA
Mito OTU4431	Bacteria	Actinobacteriota	Actinobacteria	PeM15	NA	NA
Mito OTU4432	Bacteria	NA	NA	NA	NA	NA
Mito OTU4433	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU4434	Bacteria	Bacteroidota	Bacteroidia	NA	NA	NA
Mito OTU4435	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4436	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4437	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU4438	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	Elsteraceae	Aliidongia
Mito OTU4439	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU4440	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	Aquincola
Mito OTU4441	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU4442	Bacteria	NA	NA	NA	NA	NA
Mito OTU4443	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4444	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU4445	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4446	Bacteria	NA	NA	NA	NA	NA
Mito OTU4447	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella
Mito OTU4448	Bacteria	Actinobacteriota	Thermoleophilia	Gaiellales	NA	NA
Mito OTU4449	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
Mito OTU4450	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	NA
Mito OTU4451	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA
Mito OTU4452	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	NA
Mito OTU4453	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4454	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
Mito OTU4455	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA
Mito OTU4456	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Mito OTU4457	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4458	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Metachlamydia
Mito OTU4459	Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Parachlamydiaceae	Candidatus Rubidus
Mito OTU4460	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Dietziaceae	Dietzia
Mito OTU4461	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	NA	NA
Mito OTU4462	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4463	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Mito OTU4464	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Mito OTU4465	Bacteria	Proteobacteria	Alphaproteobacteria	Paracaedibacterales	Paracaedibacteraceae	Candidatus Paracaedibacter
Mito OTU4466	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU4467	Bacteria	NA	NA	NA	NA	NA
Mito OTU4468	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Blautia
Mito OTU4469	Bacteria	Elusimicrobiota	Elusimicrobia	NA	NA	NA
Mito OTU4470	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4471	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU4472	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio
Mito OTU4473	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU4474	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes
Mito OTU4475	Bacteria	NA	NA	NA	NA	NA
Mito OTU4476	Bacteria	Myxococcota	NA	NA	NA	NA
Mito OTU4477	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	NA
Mito OTU4478	Bacteria	Firmicutes	Clostridia	Oscillospirales	Oscillospiraceae	UCG-002
Mito OTU4479	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	Sphingobacteriaceae	Nubsella
Mito OTU4480	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	IMCC26134
Mito OTU4481	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Diplosphaera
Mito OTU4482	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	NA
Mito OTU4483	Bacteria	Firmicutes	Clostridia	Christensenellales	Christensenellaceae	Christensenellaceae R-7 group
Mito OTU4484	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4485	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU4486	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	NA
Mito OTU4487	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	GWF2-44-16	NA
Mito OTU4488	Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	GWF2-44-16	NA
Mito OTU4489	Bacteria	Firmicutes	Clostridia	Oscillospirales	Hungateiclostridiaceae	NA
Mito OTU4490	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Mito OTU4491	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4492	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4493	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4494	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU4495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU4496	Bacteria	Firmicutes	Clostridia	Oscillospirales	UCG-010	NA
Mito OTU4497	Bacteria	Myxococcota	Myxococcia	Myxococcales	Anaeromyxobacteraceae	Anaeromyxobacter
Mito OTU4498	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	Corallococcus
Mito OTU4499	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU4500	Bacteria	Firmicutes	Clostridia	Monoglobales	Monoglobaceae	Monoglobus
Mito OTU4501	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU4502	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Mito OTU4503	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	NA	NA
Mito OTU4504	Bacteria	Proteobacteria	NA	NA	NA	NA
Mito OTU4505	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU4506	Bacteria	NA	NA	NA	NA	NA
Mito OTU4507	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4508	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Candidatus Ovatusbacter
Mito OTU4509	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45	NA
Mito OTU4510	Bacteria	Proteobacteria	NA	NA	NA	NA
Mito OTU4511	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4512	Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	NA	NA
Mito OTU4513	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Mito OTU4514	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA
Mito OTU4515	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4516	Bacteria	NA	NA	NA	NA	NA
Mito OTU4517	Bacteria	Myxococcota	Polyangia	Polyangiales	Sandaracinaceae	Sandaracinus
Mito OTU4518	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Weeksellaceae	NA
Mito OTU4519	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU4520	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4521	Bacteria	Myxococcota	Polyangia	Polyangiales	Polyangiaceae	Pajaroellobacter
Mito OTU4522	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU4523	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
Mito OTU4524	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU4525	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4526	Bacteria	NA	NA	NA	NA	NA
Mito OTU4527	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4528	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA
Mito OTU4529	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU4530	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	[Cytophaga] xylanolytica group
Mito OTU4531	Bacteria	Verrucomicrobiota	Verrucomicrobiae	LD1-PB3	NA	NA
Mito OTU4532	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Chitinophagaceae	Edaphobaculum
Mito OTU4533	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU4534	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4535	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Caproiciproducens
Mito OTU4536	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	DTU089
Mito OTU4537	Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	NA
Mito OTU4538	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Ruminococcus
Mito OTU4539	Bacteria	NA	NA	NA	NA	NA
Mito OTU4540	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	A0839	NA
Mito OTU4541	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	NA	NA
Mito OTU4542	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Mizugakiibacter
Mito OTU4543	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4544	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Mito OTU4545	Bacteria	Bdellovibrionota	Bdellovibrionia	Bacteriovoracales	Bacteriovoracaceae	Peredibacter
Mito OTU4546	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Arcobacter
Mito OTU4547	Bacteria	Firmicutes	NA	NA	NA	NA
Mito OTU4548	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae UCG-004
Mito OTU4549	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU4550	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Comamonadaceae	NA
Mito OTU4551	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	[Ruminococcus] torques group
Mito OTU4552	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU4553	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
Mito OTU4554	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4555	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinilabiliaceae	NA
Mito OTU4556	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	KD3-93	NA
Mito OTU4557	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	NA
Mito OTU4558	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Moraxellaceae	Acinetobacter
Mito OTU4559	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	NA	NA
Mito OTU4560	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU4561	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium
Mito OTU4562	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU4563	Bacteria	NA	NA	NA	NA	NA
Mito OTU4564	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU4565	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4566	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	AB1	NA
Mito OTU4567	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU4568	Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	NA	NA
Mito OTU4569	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	[Clostridium] innocuum group
Mito OTU4570	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Proteocatella
Mito OTU4571	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
Mito OTU4572	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group
Mito OTU4573	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	Family XIII AD3011 group
Mito OTU4574	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anoxynatronum	NA
Mito OTU4575	Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	NA
Mito OTU4576	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Anaerovoracaceae	[Eubacterium] brachy group
Mito OTU4577	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	Peptostreptococcaceae	Acetoanaerobium
Mito OTU4578	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU4579	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	NA	NA
Mito OTU4580	Bacteria	Actinobacteriota	Actinobacteria	Corynebacteriales	Nocardiaceae	Millisia
Mito OTU4581	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU4582	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA
Mito OTU4583	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA
Mito OTU4584	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylomonadaceae	NA
Mito OTU4585	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU4586	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	NA
Mito OTU4587	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Arcicella
Mito OTU4588	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU4589	Bacteria	Bdellovibrionota	Bdellovibrionia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
Mito OTU4590	Bacteria	NA	NA	NA	NA	NA
Mito OTU4591	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	GOUTA6
Mito OTU4592	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	TRA3-20	NA
Mito OTU4593	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Mito OTU4594	Bacteria	Dependentiae	Babeliae	Babeliales	Vermiphilaceae	NA
Mito OTU4595	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU4596	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA
Mito OTU4597	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	Incertae Sedis
Mito OTU4598	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4599	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	28-4
Mito OTU4600	Bacteria	Myxococcota	Myxococcia	Myxococcales	Myxococcaceae	KD3-10
Mito OTU4601	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4602	Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	SHA-4	NA
Mito OTU4603	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4604	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	NA	NA
Mito OTU4605	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4606	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Aquaspirillaceae	Rivicola
Mito OTU4607	Bacteria	Proteobacteria	Alphaproteobacteria	Azospirillales	Azospirillaceae	Nitrospirillum
Mito OTU4608	Bacteria	Proteobacteria	Alphaproteobacteria	Elsterales	NA	NA
Mito OTU4609	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU4610	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Poseidonibacter
Mito OTU4611	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ethanoligenenaceae	Incertae Sedis
Mito OTU4612	Bacteria	Fusobacteriota	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	NA
Mito OTU4613	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	NA
Mito OTU4614	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU4615	Bacteria	Firmicutes	Clostridia	NA	NA	NA
Mito OTU4616	Bacteria	Proteobacteria	NA	NA	NA	NA
Mito OTU4617	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	NA	NA
Mito OTU4618	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	NA
Mito OTU4619	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4620	Bacteria	NA	NA	NA	NA	NA
Mito OTU4621	Bacteria	Actinobacteriota	Actinobacteria	Micromonosporales	Micromonosporaceae	NA
Mito OTU4622	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Cellvibrionaceae	NA
Mito OTU4623	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Enterobacteriaceae	Aquamonas
Mito OTU4624	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	NA	NA
Mito OTU4625	Bacteria	NA	NA	NA	NA	NA
Mito OTU4626	Bacteria	Firmicutes	Clostridia	Oscillospirales	Butyricicoccaceae	NA
Mito OTU4627	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides
Mito OTU4628	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacterales	Succinivibrionaceae	NA
Mito OTU4629	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	Pseudarcobacter
Mito OTU4630	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
Mito OTU4631	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobium
Mito OTU4632	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Mito OTU4633	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Luteolibacter
Mito OTU4634	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	NA	NA
Mito OTU4635	Bacteria	Campylobacterota	Campylobacteria	Campylobacterales	Arcobacteraceae	NA
Mito OTU4636	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4637	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Rhabdobacter
Mito OTU4638	Bacteria	Proteobacteria	Gammaproteobacteria	NA	NA	NA
Mito OTU4639	Bacteria	Firmicutes	Clostridia	Oscillospirales	NA	NA
Mito OTU4640	Bacteria	Firmicutes	Clostridia	Oscillospirales	Ruminococcaceae	NA
Mito OTU4641	Bacteria	Firmicutes	Bacilli	NA	NA	NA
Mito OTU4642	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Nostocoida
Mito OTU4643	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella
Mito OTU4644	Bacteria	Actinobacteriota	Actinobacteria	NA	NA	NA
Mito OTU4645	Bacteria	Actinobacteriota	Actinobacteria	Bifidobacteriales	Bifidobacteriaceae	NA
Mito OTU4646	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
Mito OTU4647	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Spirosomaceae	Spirosoma
Mito OTU4648	Bacteria	Firmicutes	Clostridia	Peptostreptococcales-Tissierellales	NA	NA
Mito OTU4649	Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	NA
Mito OTU4650	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Neisseriaceae	Stenoxybacter
Mito OTU4651	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	ADurb.Bin063-1
Mito OTU4652	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Novispirillum
Mito OTU4653	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Insolitispirillum
